dates,Code,Volume,Zero,NssZero,DiffZero,Yield,NssYield,DiffYield,dayRet,stdev,skew,pct_chg,month_cum
2023-01-09,210013.IB,1180000000,0.0273447349686186,0.0271650741550668,-1.79660813551835,0.0272,0.026937085948637,-2.62914051362969,0.8072905753430184,2.54562445114096,0.5564055928899801,-0.0029522706154200273,-11.539399539130002
2023-01-10,210013.IB,2099560000,0.0277531349124319,0.0272417102623425,-5.11424650089399,0.0276,0.0270376396326586,-5.6236036734136,4.083999438132986,2.5949235488826643,0.4729347309450141,-0.014715452690368225,-7.455400100997016
2023-01-11,210013.IB,810000000,0.0275309556848323,0.0271097207434082,-4.21234941424049,0.0274,0.0269070755738701,-4.92924426129922,-2.221792275995983,2.616007618735227,0.48005075791468804,0.008070160373037982,-9.677192376992998
2023-01-12,210013.IB,1771020000,0.0275597054497178,0.0273380269024386,-2.21678547279128,0.027417,0.0271344566390891,-2.82543360910863,0.2874976488550021,2.5612485553901014,0.4855748342712888,-0.0010431811376923061,-9.389694728137997
2023-01-13,210013.IB,2370000000,0.0276931995135595,0.0275038980972931,-1.89301416266354,0.02755,0.0273052793181545,-2.44720681845539,1.3349406384169717,2.551618460197152,0.5058764594171984,-0.004820463730683566,-8.054754089721024
2023-01-16,210013.IB,3069080000,0.0278345862132416,0.0278155510947711,-0.190351184705083,0.0277,0.027593732290289,-1.06267709710946,1.4138669968210074,2.546977070548122,0.5170008275162858,-0.00507953301690689,-6.640887092900017
2023-01-17,210013.IB,286050000,0.0278285962448544,0.0276013455251129,-2.27250719741459,0.0277,0.0274012176845444,-2.98782315455565,-0.059899683871982023,2.544811145670093,0.5084869272874943,0.0002152450786412352,-6.700786776771999
2023-01-18,210013.IB,1634000000,0.027697559458612,0.0275845949358953,-1.12964522716696,0.027566,0.027387772821976,-1.78227178024036,-1.310367862424021,2.536544108272796,0.5883163393474156,0.004730986729650555,-8.01115463919602
2023-01-19,210013.IB,2430000,0.0277791607135681,0.027604299949551,-1.74860764017067,0.02765,0.0274225818086759,-2.27418191324095,0.8160125495610195,2.5217514384135993,0.5474584561880858,-0.002937498933012983,-7.195142089635002
2023-01-20,210013.IB,137200000,0.0276997931363756,0.0277777289730878,0.779358367122389,0.027599,0.0276141015231677,0.151015231677071,-0.7936757719250245,2.5248048106289698,0.587408454346222,0.0028652768922046157,-7.988817861560027
2023-01-30,210013.IB,388200000,0.0275225380964591,0.0276162499983871,0.937119019279384,0.0274,0.0274214260573601,0.214260573601147,-1.7725503991649836,2.536967431327797,0.5931626827099503,0.006440359508097293,-9.76136826072501
