dates,Volume,Zero,NssZero,DiffZero,Yield,NssYield,DiffYield,dayRet,stdev,skew,pct_chg,month_cum,month_pct,scale,dates_2,month_cum_2,signal,month_delta,month_diff
11/21/2022,783800000,0.027380026,0.02683571,-5.443149089,0.0272,0.026621212,-5.787882341,-1.244621347,2.030936686,1.239688641,0.004545727,2.577514331,-1.42%,10,11/21/2022,17.4100493,1,10,11
11/22/2022,55000000,0.027589923,0.02698281,-6.07116888,0.0274,0.026733787,-6.662130862,2.098968005,2.025282065,1.168288725,-0.007607734,4.676482335,-2.18%,10,11/22/2022,19.5090173,1,10,11
11/23/2022,650000000,0.027139746,0.02672723,-4.125186677,0.02695,0.026499019,-4.509814082,-4.501769905,2.136775707,0.878260138,0.016587369,0.17471243,-0.52%,10,11/23/2022,15.0072474,1,10,11
11/25/2022,497500000,0.027084778,0.02667002,-4.147587443,0.026743,0.026497531,-2.45468692,-0.549680136,2.138681983,0.88361698,0.00202948,-0.374967706,-0.32%,10,11/25/2022,14.45756726,1,10,11
11/25/2022,966000000,0.027084778,0.02667002,-4.147587443,0.0269,0.026497531,-4.02468692,0,2.137190428,0.910942208,0,-0.374967706,-0.32%,10,11/25/2022,14.45756726,1,10,11
11/28/2022,341000000,0.027476182,0.02696616,-5.100196413,0.0273,0.026712147,-5.878531082,3.914037396,2.197055462,0.82369914,-0.014245201,3.53906969,-1.74%,10,11/28/2022,18.37160466,1,11,11
11/29/2022,1932400000,0.027971486,0.02737435,-5.971368475,0.0278,0.027156277,-6.437232941,4.953047768,2.290015117,0.774529524,-0.017707489,8.492117458,-3.51%,10,11/29/2022,23.32465243,1,11,11
11/30/2022,2835720000,0.02789094,0.02730073,-5.902150382,0.027725,0.027067633,-6.573671246,-0.805462812,2.28284475,0.850000026,0.002887901,7.686654646,-3.22%,10,11/30/2022,22.51918961,1,11,11
12/1/2022,1514000000,0.027760279,0.02728742,-4.728586755,0.027598,0.027080972,-5.17027597,-1.30660928,2.254636054,0.886744868,0.004706758,-9.527389736,3.39%,-20,12/1/2022,-1.30660928,-1,11,12
12/2/2022,540600000,0.027656492,0.02738806,-2.684361244,0.0275,0.027165013,-3.349872027,-1.037876376,2.232166607,0.987599872,0.003752741,-10.56526611,3.77%,-20,12/2/2022,-2.344485656,-1,11,12
12/5/2022,162610000,0.02782679,0.02742125,-4.055379704,0.027666,0.027216278,-4.497223445,1.702981721,2.219498432,1.012222852,-0.006119936,-8.862284392,3.16%,-20,12/5/2022,-0.641503935,-1,11,12
12/6/2022,28000000,0.027956813,0.0274814,-4.754116495,0.0278,0.02724283,-5.571697694,1.300229255,2.223560274,0.973783099,-0.004650849,-7.562055137,2.69%,-20,12/6/2022,0.65872532,1,11,12
12/7/2022,287700000,0.028093711,0.02754079,-5.529262428,0.02793,0.027338077,-5.919227298,1.36898043,2.187031079,0.963716776,-0.004872907,-6.193074708,2.20%,-20,12/7/2022,2.02770575,1,11,12
12/8/2022,855000000,0.027964195,0.02730336,-6.608387281,0.027803,0.027100533,-7.024665385,-1.295159351,2.19745814,0.967595921,0.004631492,-7.488234058,2.67%,-20,12/8/2022,0.732546399,1,11,12
12/9/2022,30000000,0.027731432,0.02723122,-5.002118195,0.0276,0.027051005,-5.489946496,-2.327630908,2.228408456,0.947983623,0.008393475,-9.815864967,3.51%,-20,12/9/2022,-1.595084509,-1,11,12
12/12/2022,495700000,0.028056534,0.0274692,-5.87330816,0.0279,0.027285034,-6.149659315,3.251022448,2.262542195,0.891468771,-0.011587399,-6.564842518,2.35%,-20,12/12/2022,1.655937939,1,11,12
12/13/2022,365000000,0.028001787,0.02779925,-2.025411863,0.027907,0.027582509,-3.244909516,-0.547470846,2.201457068,0.995955437,0.001955128,-7.112313364,2.54%,-20,12/13/2022,1.108467093,1,11,12
12/14/2022,86960000,0.028028755,0.02742592,-6.028349355,0.0279,0.027212724,-6.87276132,0.269685715,2.200758651,0.986781787,-0.000962175,-6.842627649,2.45%,-20,12/14/2022,1.378152808,1,11,12
12/15/2022,66000000,0.027722328,0.02755553,-1.667959451,0.0276,0.027376819,-2.231806521,-3.064278095,2.236101566,1.001852137,0.011053466,-9.906905745,3.55%,-20,12/15/2022,-1.686125287,-1,11,12
12/16/2022,106280000,0.027822445,0.02736972,-4.527224655,0.02771,0.027152018,-5.579819855,1.001173209,2.224553757,1.035250823,-0.003598437,-8.905732536,3.19%,-20,12/16/2022,-0.684952078,-1,11,12
12/19/2022,901940000,0.027684512,0.02721004,-4.744759105,0.02755,0.026986543,-5.634573699,-1.379333046,2.235252306,1.055106393,0.004982328,-10.28506558,3.69%,-20,12/19/2022,-2.064285124,-1,11,12
12/20/2022,70300000,0.027093438,0.02703123,-0.622059612,0.027,0.026845222,-1.547778378,-5.910740723,2.376112578,0.654225124,0.021816134,-16.19580631,5.87%,-20,12/20/2022,-7.975025847,-1,11,12
12/21/2022,210000000,0.027686224,0.02705482,-6.31408654,0.02755,0.026878131,-6.718687097,5.927867462,2.506665075,0.648302478,-0.021410892,-10.26793884,3.73%,-20,12/21/2022,-2.047158385,-1,11,12
12/22/2022,642280000,0.027539225,0.0268703,-6.689236102,0.0274,0.026668166,-7.318343713,-1.469990999,2.517675763,0.673021947,0.005337808,-11.73792984,4.26%,-20,12/22/2022,-3.517149384,-1,11,12
12/23/2022,132000000,0.027244031,0.02721517,-0.288574712,0.0271,0.027017078,-0.829219297,-2.951938217,2.547315708,0.65539618,0.010835174,-14.68986806,5.35%,-20,12/23/2022,-6.469087601,-1,11,12
12/27/2022,150000000,0.027341554,0.02718158,-1.599728318,0.02722,0.027000069,-2.199314142,0.975229214,2.53083092,0.608692467,-0.003566839,-13.71463885,4.99%,-20,12/27/2022,-5.493858387,-1,12,12
12/28/2022,1036000000,0.027309985,0.02723861,-0.713795702,0.0272,0.027031999,-1.680010273,-0.315697965,2.531399463,0.612180053,0.00115598,-14.03033681,5.11%,-20,12/28/2022,-5.809556352,-1,12,12
12/29/2022,182900000,0.027294979,0.02725273,-0.422493395,0.02715,0.027043968,-1.060324515,-0.150059399,2.530707082,0.608089113,0.000549769,-14.18039621,5.16%,-20,12/29/2022,-5.959615751,-1,12,12
12/30/2022,121240000,0.027097693,0.02709219,-0.05504745,0.02695,0.026870774,-0.792263622,-1.972853108,2.548920937,0.630012571,0.00728052,-16.15324932,5.89%,-20,12/30/2022,-7.932468859,-1,12,12
1/3/2023,22090000,0.027244297,0.0270414,-2.029009701,0.0271,0.026827032,-2.729676368,1.466035191,2.555232585,0.602229634,-0.005381072,-12.5437811,4.67%,-10,1/3/2023,1.466035191,1,12,13
1/4/2023,501130000,0.02715453,0.02676439,-3.901371063,0.027,0.026545842,-4.541575526,-0.897669287,2.559136452,0.633088608,0.003305781,-13.44145039,5.00%,-10,1/4/2023,0.568365904,1,12,13
1/5/2023,1344500000,0.027175255,0.02694582,-2.294373121,0.027038,0.026712894,-3.251061063,0.207247551,2.557886269,0.619499346,-0.000762633,-13.23420284,4.92%,-10,1/5/2023,0.775613455,1,12,13
1/6/2023,1513990000,0.027264006,0.02705866,-2.053487955,0.027125,0.026850774,-2.742259888,0.887512722,2.559819845,0.59941253,-0.003255254,-12.34669011,4.60%,-10,1/6/2023,1.663126177,1,12,13
1/9/2023,1180000000,0.027344735,0.02716507,-1.796608136,0.0272,0.026937086,-2.629140514,0.807290575,2.545624451,0.556405593,-0.002952271,-11.53939954,4.30%,-10,1/9/2023,2.470416752,1,12,13
1/10/2023,2099560000,0.027753135,0.02724171,-5.114246501,0.0276,0.02703764,-5.623603673,4.083999438,2.594923549,0.472934731,-0.014715453,-7.455400101,2.83%,-10,1/10/2023,6.55441619,1,12,13
1/11/2023,810000000,0.027530956,0.02710972,-4.212349414,0.0274,0.026907076,-4.929244261,-2.221792276,2.616007619,0.480050758,0.00807016,-9.677192377,3.64%,-10,1/11/2023,4.332623914,1,12,13
1/12/2023,1771020000,0.027559705,0.02733803,-2.216785473,0.027417,0.027134457,-2.825433609,0.287497649,2.561248555,0.485574834,-0.001043181,-9.389694728,3.54%,-10,1/12/2023,4.620121563,1,12,13
1/13/2023,2370000000,0.0276932,0.0275039,-1.893014163,0.02755,0.027305279,-2.447206818,1.334940638,2.55161846,0.505876459,-0.004820464,-8.05475409,3.05%,-10,1/13/2023,5.955062201,1,12,13
1/16/2023,3069080000,0.027834586,0.02781555,-0.190351185,0.0277,0.027593732,-1.062677097,1.413866997,2.546977071,0.517000828,-0.005079533,-6.640887093,2.55%,-10,1/16/2023,7.368929198,1,12,13
1/17/2023,286050000,0.027828596,0.02760135,-2.272507197,0.0277,0.027401218,-2.987823155,-0.059899684,2.544811146,0.508486927,0.000215245,-6.700786777,2.57%,-10,1/17/2023,7.309029514,1,12,13
1/18/2023,1634000000,0.027697559,0.0275846,-1.129645227,0.027566,0.027387773,-1.78227178,-1.310367862,2.536544108,0.588316339,0.004730987,-8.011154639,3.04%,-10,1/18/2023,5.998661652,1,12,13
1/19/2023,2430000,0.027779161,0.0276043,-1.74860764,0.02765,0.027422582,-2.274181913,0.81601255,2.521751438,0.547458456,-0.002937499,-7.19514209,2.75%,-10,1/19/2023,6.814674202,1,12,13
1/20/2023,137200000,0.027699793,0.02777773,0.779358367,0.027599,0.027614102,0.151015232,-0.793675772,2.524804811,0.587408454,0.002865277,-7.988817862,3.03%,-10,1/20/2023,6.02099843,1,12,13
1/30/2023,388200000,0.027522538,0.02761625,0.937119019,0.0274,0.027421426,0.214260574,-1.772550399,2.536967431,0.593162683,0.00644036,-9.761368261,3.68%,-10,1/30/2023,4.248448031,1,13,13
2/1/2023,459730000,0.027625424,0.02734542,-2.800007419,0.02738,0.02710879,-2.712104609,1.028859897,2.538844418,0.568308624,-0.003724323,14.09897805,-5.09%,20,2/1/2023,1.028859897,1,13,14
2/1/2023,24500000,0.027625424,0.02734542,-2.800007419,0.0275,0.02710879,-3.912104609,0,2.524810607,0.622848788,0,14.09897805,-5.09%,20,2/1/2023,1.028859897,1,13,14
2/6/2023,101400000,0.02768721,0.02744157,-2.456374725,0.02755,0.027217317,-3.326833646,0.617859439,2.252286804,0.162476184,-0.00223157,14.71683749,-5.31%,20,2/6/2023,1.646719336,1,13,14
2/6/2023,128500000,0.02768721,0.02744157,-2.456374725,0.02755,0.027217317,-3.326833646,0,2.236857516,0.208271373,0,14.71683749,-5.31%,20,2/6/2023,1.646719336,1,13,14
2/7/2023,690000000,0.027760799,0.02735858,-4.022181866,0.027611,0.027152941,-4.58059345,0.735890845,2.21267725,0.156136986,-0.002650827,15.45272834,-5.58%,20,2/7/2023,2.382610181,1,13,14
2/8/2023,555000000,0.027842788,0.02746606,-3.767312418,0.0277,0.027279351,-4.206492344,0.81989385,2.149519299,0.149534304,-0.002944726,16.27262219,-5.87%,20,2/8/2023,3.202504031,1,13,14
2/9/2023,300000000,0.027825429,0.02737499,-4.504445125,0.02768,0.027213464,-4.66535885,-0.173591583,2.141657483,0.124959526,0.000623859,16.0990306,-5.81%,20,2/9/2023,3.028912448,1,13,14
2/10/2023,51000000,0.027836128,0.0275045,-3.316321719,0.027675,0.027319918,-3.550817911,0.106985751,2.12233905,0.168965102,-0.000384341,16.20601635,-5.85%,20,2/10/2023,3.135898199,1,13,14
2/13/2023,17000000,0.027820894,0.02743423,-3.866653942,0.027675,0.027249879,-4.251211249,-0.152336008,2.020726274,0.298080049,0.00054756,16.05368035,-5.80%,20,2/13/2023,2.983562191,1,13,14
2/14/2023,71020000,0.027847746,0.02727051,-5.772384539,0.0277,0.027089195,-6.108054979,0.26851443,2.018417062,0.27483826,-0.000964223,16.32219478,-5.89%,20,2/14/2023,3.252076621,1,13,14
2/15/2023,10400000,0.027763725,0.02741067,-3.530549877,0.027631,0.027232139,-3.988605865,-0.840206816,2.02310959,0.296198119,0.003026276,15.48198796,-5.59%,20,2/15/2023,2.411869805,1,13,14
2/16/2023,53500000,0.027632758,0.02739967,-2.330900212,0.0275,0.027221474,-2.785260542,-1.309669429,1.959168559,0.335077278,0.004739554,14.17231853,-5.12%,20,2/16/2023,1.102200376,1,13,14
2/17/2023,438000000,0.027656977,0.02742546,-2.315219184,0.027525,0.027225266,-2.997337615,0.242186729,1.829176011,0.169476473,-0.00087568,14.41450526,-5.20%,20,2/17/2023,1.344387105,1,13,14
2/20/2023,1750000000,0.027730945,0.02727222,-4.587254247,0.0276,0.027092986,-5.070136419,0.739683424,1.829421991,0.120266253,-0.002667357,15.15418868,-5.47%,20,2/20/2023,2.084070529,1,13,14
2/21/2023,270000000,0.027931399,0.02734044,-5.909571421,0.0278,0.027175628,-6.243719002,2.004536147,1.841970746,0.041263279,-0.007176641,17.15872483,-6.19%,20,2/21/2023,4.088606676,1,13,14
2/22/2023,12500000,0.027879778,0.02739779,-4.819839997,0.027751,0.027246348,-5.046519001,-0.516211552,1.837340191,0.027551845,0.001851563,16.64251328,-6.00%,20,2/22/2023,3.572395124,1,13,14
2/23/2023,120000000,0.027847517,0.02748314,-3.643787338,0.027725,0.027326998,-3.980016023,-0.322606154,1.822601059,0.081296112,0.001158474,16.31990712,-5.89%,20,2/23/2023,3.24978897,1,13,14
2/24/2023,45800000,0.027922863,0.02741252,-5.103400602,0.0278,0.027227091,-5.72908838,0.753459762,1.816421705,0.094708602,-0.002698361,17.07336689,-6.16%,20,2/24/2023,4.003248732,1,13,14
2/27/2023,432300000,0.028048275,0.0272518,-7.96477696,0.0279,0.027109771,-7.90228664,1.254123405,1.814752242,0.096818239,-0.004471303,18.32749029,-6.60%,20,2/27/2023,5.257372137,1,14,14
2/28/2023,202310000,0.028038166,0.0273651,-6.73062936,0.0279,0.027174167,-7.258325752,-0.101092045,1.805504097,0.064843387,0.000360552,18.22639825,-6.57%,20,2/28/2023,5.156280092,1,14,14
3/1/2023,145230000,0.027963759,0.02750384,-4.59916508,0.027825,0.027324443,-5.005568875,-0.744067504,1.777813343,0.058374288,0.002660828,0.303570378,0.00%,-10,3/1/2023,-0.744067504,-1,14,15
3/2/2023,605890000,0.027925526,0.02754597,-3.795573537,0.027799,0.027399168,-3.998315296,-0.382329601,1.718613799,0.061475839,0.001369104,-0.078759223,0.14%,-10,3/2/2023,-1.126397105,-1,14,15
3/3/2023,690000000,0.028023477,0.02750315,-5.203321021,0.0279,0.027337764,-5.622362075,0.979502207,1.722641894,0.010871157,-0.003495292,0.900742985,-0.21%,-10,3/3/2023,-0.146894898,-1,14,15
3/6/2023,1895410000,0.027727285,0.02748752,-2.397673303,0.0276,0.027320712,-2.79288201,-2.961917212,1.771407067,0.026015078,0.01068232,-2.061174228,0.86%,-10,3/6/2023,-3.10881211,-1,14,15
3/7/2023,340640000,0.027727476,0.02722878,-4.98698018,0.0276,0.027040288,-5.597117456,0.001907388,1.718639399,0.028186815,-6.88E-06,-2.05926684,0.86%,-10,3/7/2023,-3.106904722,-1,14,15
3/8/2023,793990000,0.02777878,0.02710696,-6.718209228,0.02765,0.026953478,-6.9652167,0.513040825,1.71431136,0.042472524,-0.00184688,-1.546226015,0.67%,-10,3/8/2023,-2.593863897,-1,14,15
3/9/2023,184190000,0.027731986,0.02719597,-5.360139592,0.0276,0.027024314,-5.756862175,-0.467934325,1.704458158,0.020448743,0.001687345,-2.01416034,0.84%,-10,3/9/2023,-3.061798222,-1,14,15
3/10/2023,1029390000,0.027600766,0.02743735,-1.634147986,0.027486,0.027277573,-2.0842711,-1.312207457,1.493543822,1.109861734,0.004754243,-3.326367797,1.32%,-10,3/10/2023,-4.374005679,-1,14,15
3/13/2023,1292820000,0.02768016,0.027417,-2.631577149,0.02755,0.027262481,-2.875192026,0.793947001,1.24530387,0.061622558,-0.002868289,-2.532420796,1.03%,-10,3/13/2023,-3.580058678,-1,14,15
3/14/2023,1450000000,0.02758555,0.02706763,-5.179207991,0.027475,0.026902388,-5.726124721,-0.946101475,1.235063581,0.062374926,0.0034297,-3.478522271,1.37%,-10,3/14/2023,-4.526160153,-1,14,15
3/15/2023,450000000,0.027715423,0.02707086,-6.445671295,0.0276,0.026947097,-6.529029589,1.298731094,1.173045073,0.207368342,-0.004685951,-2.179791177,0.91%,-10,3/15/2023,-3.227429059,-1,14,15
3/16/2023,71300000,0.027564732,0.02711387,-4.508619017,0.02744,0.026967651,-4.723490768,-1.50691506,1.187150052,0.270472167,0.005466823,-3.686706237,1.45%,-10,3/16/2023,-4.734344119,-1,14,15
3/17/2023,273730000,0.027423028,0.02729871,-1.243138477,0.027318,0.027138676,-1.793235077,-1.417037219,1.203732946,0.279689587,0.005167326,-5.103743455,1.97%,-10,3/17/2023,-6.151381338,-1,14,15
3/20/2023,751000000,0.027325898,0.02721352,-1.123799418,0.027211,0.027064238,-1.467616779,-0.971300032,1.211554388,0.304922911,0.003554504,-6.075043487,2.32%,-10,3/20/2023,-7.12268137,-1,14,15
3/22/2023,370000000,0.02729256,0.02714782,-1.447437702,0.0272,0.026979906,-2.20094481,-0.333379557,1.179306239,0.341564829,0.001221503,-6.408423044,2.45%,-10,3/22/2023,-7.456060927,-1,14,15
3/27/2023,40000000,0.027455299,0.02735651,-0.987851485,0.02735,0.027181031,-1.689688404,1.627391525,1.18342052,0.343285236,-0.005927422,-4.781031519,1.85%,-10,3/27/2023,-5.828669402,-1,15,15
3/28/2023,93500000,0.027476079,0.0272011,-2.749809926,0.02735,0.027026571,-3.234294562,0.207803139,1.175957772,0.302279088,-0.000756306,-4.573228379,1.78%,-10,3/28/2023,-5.620866263,-1,15,15
3/29/2023,880000000,0.027499135,0.02706974,-4.293967092,0.027375,0.026912487,-4.625125252,0.230556466,1.176018962,0.301026826,-0.000838414,-4.342671913,1.69%,-10,3/29/2023,-5.390309797,-1,15,15
3/30/2023,205350000,0.027470032,0.02716498,-3.050495994,0.02735,0.026993858,-3.561415564,-0.291031307,1.171093113,0.359385626,0.00105945,-4.633703219,1.80%,-10,3/30/2023,-5.681341104,-1,15,15
3/31/2023,413530000,0.02728205,0.02713411,-1.4794193,0.027175,0.026948016,-2.269837071,-1.879821825,1.196093647,0.385549227,0.006890325,-6.513525044,2.49%,-10,3/31/2023,-7.561162929,-1,15,15
4/3/2023,872310000,0.027481849,0.0271232,-3.586455615,0.02735,0.026946638,-4.033624373,1.997993832,1.083564447,-0.344951866,-0.007270231,5.551582457,-1.97%,-5,4/3/2023,1.997993832,1,15,16
4/4/2023,297200000,0.027472706,0.02714776,-3.249462735,0.02735,0.026965429,-3.84571303,-0.091428353,1.038441136,-0.331350775,0.000332797,5.460154104,-1.93%,-5,4/4/2023,1.906565479,1,15,16
4/6/2023,402900000,0.02746164,0.02711753,-3.441072704,0.02735,0.026956246,-3.937543148,-0.110662709,1.037642938,-0.308886435,0.000402972,5.349491394,-1.89%,-5,4/6/2023,1.79590277,1,15,16
4/7/2023,1280000000,0.027414782,0.02731342,-1.013575845,0.02731,0.027118066,-1.919344021,-0.468582603,1.021144919,-0.264671038,0.001709233,4.880908791,-1.72%,-5,4/7/2023,1.327320167,1,15,16
4/10/2023,1140000000,0.027453975,0.0270518,-4.021709957,0.027325,0.026883328,-4.416719771,0.391935658,1.00156622,-0.280663971,-0.00142761,5.272844449,-1.87%,-5,4/10/2023,1.719255825,1,15,16
4/11/2023,709000000,0.027381298,0.02680077,-5.805250063,0.02725,0.026634125,-6.158751181,-0.726771764,1.005693114,-0.241778556,0.002654263,4.546072685,-1.60%,-5,4/11/2023,0.992484061,1,15,16
4/12/2023,1436460000,0.027169116,0.02678991,-3.792097038,0.02705,0.02662342,-4.265801603,-2.121820995,1.031480865,-0.29897341,0.00780968,2.42425169,-0.82%,-5,4/12/2023,-1.129336934,-1,15,16
4/13/2023,400000000,0.027198817,0.02664376,-5.550582339,0.027075,0.026489543,-5.854566829,0.297013395,1.024742771,-0.287328213,-0.001092008,2.721265085,-0.93%,-5,4/13/2023,-0.832323539,-1,15,16
4/14/2023,51900000,0.027272556,0.02654527,-7.27285863,0.027149,0.026356032,-7.929675208,0.737389125,1.026910346,-0.360022922,-0.002703777,3.45865421,-1.20%,-5,4/14/2023,-0.094934414,-1,15,16
4/17/2023,830000000,0.027327347,0.02695127,-3.760761684,0.0272,0.02677842,-4.215796841,0.547906904,1.001742216,-0.427536803,-0.002004977,4.006561113,-1.40%,-5,4/17/2023,0.45297249,1,15,16
4/18/2023,3720000000,0.027265757,0.02694758,-3.181818498,0.02715,0.026785159,-3.648414037,-0.615897382,0.993102502,-0.365969703,0.002258868,3.390663732,-1.17%,-5,4/18/2023,-0.162924892,-1,15,16
4/19/2023,3491500000,0.027203854,0.02692841,-2.75449635,0.027095,0.026776581,-3.184189772,-0.619028592,0.99598297,-0.327772763,0.002275518,2.77163514,-0.95%,-5,4/19/2023,-0.781953484,-1,15,16
4/20/2023,210740000,0.027207805,0.02716111,-0.466902791,0.0271,0.027007855,-0.921454762,0.039500913,0.991107427,-0.303820829,-0.000145182,2.811136053,-0.96%,-5,4/20/2023,-0.742452571,-1,15,16
4/21/2023,4800000,0.027190058,0.02692307,-2.669847819,0.027076,0.026789918,-2.860817628,-0.177468329,0.991075476,-0.292801178,0.000652696,2.633667724,-0.90%,-5,4/21/2023,-0.9199209,-1,15,16
4/24/2023,775000000,0.02709137,0.02682659,-2.647806216,0.026975,0.026658454,-3.165462937,-0.986876185,0.991382567,-0.21209914,0.00364277,1.64679154,-0.53%,-5,4/24/2023,-1.906797085,-1,15,16
4/25/2023,1010000000,0.027115926,0.02674866,-3.672691725,0.027,0.026561287,-4.387128825,0.245559578,0.983561443,-0.198691023,-0.000905592,1.892351118,-0.62%,-5,4/25/2023,-1.661237507,-1,15,16
4/26/2023,632750000,0.027054095,0.02676103,-2.930668059,0.026925,0.026589897,-3.351029992,-0.618315495,0.985784752,-0.171713239,0.002285478,1.274035623,-0.39%,-5,4/26/2023,-2.279553002,-1,15,16
4/28/2023,573830000,0.02655246,0.02631417,-2.382941567,0.026455,0.026158237,-2.967630682,-5.016340804,1.196955457,-1.212959656,0.018892188,-3.742305181,1.50%,-5,4/28/2023,-7.295893806,-1,16,16
5/4/2023,636790000,0.026554411,0.02638447,-1.699401373,0.02645,0.026221284,-2.287161242,0.019509594,1.197496882,-1.219954523,-7.35E-05,-7.831135882,2.84%,-20,5/4/2023,0.019509594,1,16,17
5/5/2023,160960000,0.026328628,0.02620347,-1.251603611,0.02622,0.026031099,-1.889007494,-2.257832288,1.227339947,-1.097116954,0.008575579,-10.08896817,3.70%,-20,5/5/2023,-2.238322694,-1,16,17
5/8/2023,203690000,0.026417442,0.02596703,-4.504164576,0.026313,0.025810318,-5.026820622,0.888141203,1.236054176,-1.140432509,-0.00336195,-9.200826967,3.36%,-20,5/8/2023,-1.350181491,-1,16,17
5/9/2023,319980000,0.026416467,0.02614436,-2.721045019,0.0263,0.025972605,-3.27395136,-0.009748721,1.227538886,-1.217108789,3.69E-05,-9.210575688,3.37%,-20,5/9/2023,-1.359930212,-1,16,17
5/10/2023,236190000,0.026422583,0.02612187,-3.00709699,0.0263,0.025968755,-3.312445591,0.061156796,1.226368151,-1.212428324,-0.000231457,-9.149418892,3.35%,-20,5/10/2023,-1.298773416,-1,16,17
5/11/2023,1063310000,0.025911741,0.02552508,-3.866642787,0.0258,0.025346994,-4.530058292,-5.108420516,1.394103434,-1.447095066,0.019714694,-14.25783941,5.32%,-20,5/11/2023,-6.407193932,-1,16,17
5/12/2023,413660000,0.025968236,0.02593225,-0.359820618,0.02585,0.025786567,-0.634326152,0.564949734,1.359324932,-1.598001975,-0.002175541,-13.69288967,5.10%,-20,5/12/2023,-5.842244198,-1,16,17
5/15/2023,530000000,0.026014063,0.02588169,-1.323688386,0.0259,0.025694612,-2.05388208,0.45827123,1.364389876,-1.619446994,-0.001761629,-13.23461844,4.92%,-20,5/15/2023,-5.383972968,-1,16,17
5/16/2023,1410000000,0.026112197,0.02592071,-1.914839423,0.026,0.025783122,-2.168776804,0.981337862,1.37750532,-1.612597808,-0.003758159,-12.25328058,4.55%,-20,5/16/2023,-4.402635106,-1,16,17
5/17/2023,440000000,0.02610891,0.02590607,-2.028373723,0.026,0.025760155,-2.398451237,-0.032871371,1.369315475,-1.616632054,0.000125901,-12.28615195,4.56%,-20,5/17/2023,-4.435506477,-1,16,17
5/18/2023,414000000,0.026048834,0.02590047,-1.483635648,0.02595,0.025746063,-2.039366731,-0.60075406,1.34999739,-1.637546176,0.002306261,-12.88690601,4.79%,-20,5/18/2023,-5.036260537,-1,16,17
5/19/2023,130000000,0.026090052,0.02587877,-2.112796682,0.025975,0.025694931,-2.800688072,0.412173668,1.354175352,-1.641661664,-0.001579812,-12.47473234,4.63%,-20,5/19/2023,-4.624086869,-1,16,17
5/22/2023,325000000,0.02597722,0.02579067,-1.865496914,0.02585,0.025610065,-2.399346074,-1.128321578,1.357251899,-1.615964107,0.004343504,-13.60305392,5.07%,-20,5/22/2023,-5.752408447,-1,16,17
5/23/2023,689120000,0.02553853,0.02537541,-1.631226463,0.02543,0.025216287,-2.137129792,-4.386891449,1.46766793,-1.523268528,0.017177541,-17.98994537,6.78%,-20,5/23/2023,-10.1392999,-1,16,17
5/24/2023,1594000000,0.025530943,0.02565619,1.252419597,0.025425,0.025466198,0.411982237,-0.075871753,1.454089709,-1.541740885,0.000297176,-18.06581712,6.81%,-20,5/24/2023,-10.21517165,-1,16,17
5/25/2023,1148480000,0.025610066,0.02526242,-3.476457048,0.0255,0.025113584,-3.864161602,0.791231351,1.421493259,-1.691023491,-0.003089533,-17.27458577,6.51%,-20,5/25/2023,-9.423940298,-1,16,17
5/26/2023,1068120000,0.025604106,0.02546622,-1.378827835,0.0255,0.025327153,-1.728471656,-0.059602244,1.421151192,-1.689773816,0.000232784,-17.33418802,6.53%,-20,5/26/2023,-9.483542542,-1,16,17
5/29/2023,1640000000,0.02546769,0.02553253,0.648377143,0.025375,0.025374845,-0.001545251,-1.364158483,1.420678573,-1.621582813,0.005356428,-18.6983465,7.06%,-20,5/29/2023,-10.84770103,-1,17,17
5/30/2023,2850000000,0.025350539,0.02536903,0.184905124,0.02525,0.025192374,-0.576262977,-1.17151205,1.424145678,-1.581748401,0.004621251,-19.86985855,7.53%,-20,5/30/2023,-12.01921308,-1,17,17
5/31/2023,1109190000,0.025300824,0.02508173,-2.190907007,0.0252,0.024925617,-2.743833427,-0.497152071,1.419140131,-1.629866401,0.001964964,-20.36701062,7.72%,-20,5/31/2023,-12.51636515,-1,17,17
6/1/2023,868430000,0.025202263,0.02518013,-0.221347337,0.0251,0.025008577,-0.914227019,-0.985612821,1.409528476,-1.600895404,0.003910811,5.352768883,-1.71%,5,6/1/2023,-0.985612821,-1,17,18
6/2/2023,1933000000,0.025301722,0.02521986,-0.818579679,0.0252,0.025034543,-1.65457436,0.994589796,1.423241618,-1.615126242,-0.003930917,6.347358679,-2.10%,5,6/2/2023,0.008976975,1,17,18
6/5/2023,283420000,0.025245898,0.02520909,-0.368054454,0.025139,0.02503113,-1.078701658,-0.558240795,1.401002473,-1.651822588,0.002211214,5.789117884,-1.88%,5,6/5/2023,-0.54926382,-1,17,18
6/6/2023,140400000,0.025217331,0.0252747,0.573714063,0.0251,0.025103676,0.036763917,-0.285661352,1.393755672,-1.723954815,0.001132798,5.503456532,-1.77%,5,6/6/2023,-0.834925172,-1,17,18
6/7/2023,1050000000,0.025109861,0.02512697,0.171089056,0.025,0.024907127,-0.928727692,-1.074701064,1.389919621,-1.748675356,0.004279996,4.428755468,-1.34%,5,6/7/2023,-1.909626236,-1,17,18
6/8/2023,80000000,0.025110918,0.02504592,-0.649997145,0.025,0.024892815,-1.071854578,0.010569061,1.389530316,-1.792042033,-4.21E-05,4.439324529,-1.34%,5,6/8/2023,-1.899057175,-1,17,18
