,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
19,2022-01-24,-0.19288963494229983,-0.7548150104789054,0.48404367375975443,-0.19288963494229983,-0.19288963494229983,0.04035988639729182,0.04035988639729182,0.04035988639729182,0.04035988639729182,0.04035988639729182,0.04035988639729182,0.0,0.0,0.0,-0.152529748545008
20,2022-01-25,-0.1973743938160386,-0.8243402738167792,0.40169507948463007,-0.1973743938160386,-0.1973743938160386,-0.018495463997643524,-0.018495463997643524,-0.018495463997643524,-0.018495463997643524,-0.018495463997643524,-0.018495463997643524,0.0,0.0,0.0,-0.21586985781368212
21,2022-01-26,-0.20185915268977744,-0.7791437281105043,0.37833618657102397,-0.20185915268977744,-0.20185915268977744,0.003958967381824764,0.003958967381824764,0.003958967381824764,0.003958967381824764,0.003958967381824764,0.003958967381824764,0.0,0.0,0.0,-0.19790018530795267
22,2022-01-27,-0.20634391156387155,-0.8538345878846895,0.39710330380807335,-0.20634391156387155,-0.20634391156387155,-0.03091149204863609,-0.03091149204863609,-0.03091149204863609,-0.03091149204863609,-0.03091149204863609,-0.03091149204863609,0.0,0.0,0.0,-0.23725540361250763
23,2022-01-28,-0.21082867043796572,-0.8394628793041198,0.40007874894524015,-0.21082867043796572,-0.21082867043796572,-0.023438835113220455,-0.023438835113220455,-0.023438835113220455,-0.023438835113220455,-0.023438835113220455,-0.023438835113220455,0.0,0.0,0.0,-0.23426750555118617
24,2022-02-07,-0.2556762591789071,-0.8380228940790623,0.4215014399750632,-0.2556762591789071,-0.2556762591789071,0.040359886397245595,0.040359886397245595,0.040359886397245595,0.040359886397245595,0.040359886397245595,0.040359886397245595,0.0,0.0,0.0,-0.2153163727816615
25,2022-02-08,-0.26016101805300124,-0.8553508842147234,0.3438641717043352,-0.26016101805300124,-0.26016101805300124,-0.018495463997686316,-0.018495463997686316,-0.018495463997686316,-0.018495463997686316,-0.018495463997686316,-0.018495463997686316,0.0,0.0,0.0,-0.27865648205068755
26,2022-02-09,-0.26464577692709534,-0.8824769033087455,0.3299428867852623,-0.26464577692709534,-0.26464577692709534,0.003958967381952254,0.003958967381952254,0.003958967381952254,0.003958967381952254,0.003958967381952254,0.003958967381952254,0.0,0.0,0.0,-0.2606868095451431
27,2022-02-10,-0.26913053580118956,-0.9310542051219414,0.29189284218282413,-0.26913053580118956,-0.26913053580118956,-0.030911492048548813,-0.030911492048548813,-0.030911492048548813,-0.030911492048548813,-0.030911492048548813,-0.030911492048548813,0.0,0.0,0.0,-0.3000420278497384
28,2022-02-11,-0.27361529467528367,-0.9188628089095356,0.34876738618561953,-0.27361529467528367,-0.27361529467528367,-0.02343883511332409,-0.02343883511332409,-0.02343883511332409,-0.02343883511332409,-0.02343883511332409,-0.02343883511332409,0.0,0.0,0.0,-0.2970541297886078
29,2022-02-14,-0.2870695713244464,-0.9414484566706649,0.3344986280244943,-0.2870695713244464,-0.2870695713244464,0.04035988639723645,0.04035988639723645,0.04035988639723645,0.04035988639723645,0.04035988639723645,0.04035988639723645,0.0,0.0,0.0,-0.24670968492720993
30,2022-02-15,-0.2915543302075006,-0.9086995127992691,0.31576912835257,-0.2915543302075006,-0.2915543302075006,-0.01849546399762569,-0.01849546399762569,-0.01849546399762569,-0.01849546399762569,-0.01849546399762569,-0.01849546399762569,0.0,0.0,0.0,-0.3100497942051263
31,2022-02-16,-0.2960390890905549,-0.8741607706506219,0.30403295113744877,-0.2960390890905549,-0.2960390890905549,0.003958967381831018,0.003958967381831018,0.003958967381831018,0.003958967381831018,0.003958967381831018,0.003958967381831018,0.0,0.0,0.0,-0.2920801217087239
32,2022-02-17,-0.30052384797360915,-0.9585539349372735,0.29596125784050165,-0.30052384797360915,-0.30052384797360915,-0.030911492048396084,-0.030911492048396084,-0.030911492048396084,-0.030911492048396084,-0.030911492048396084,-0.030911492048396084,0.0,0.0,0.0,-0.33143534002200525
33,2022-02-18,-0.30500860685666337,-0.9035562233055195,0.3180492638126317,-0.30500860685666337,-0.30500860685666337,-0.023438835113202477,-0.023438835113202477,-0.023438835113202477,-0.023438835113202477,-0.023438835113202477,-0.023438835113202477,0.0,0.0,0.0,-0.32844744196986586
34,2022-02-21,-0.31846288350582613,-0.8780613666609108,0.3497800359830108,-0.31846288350582613,-0.31846288350582613,0.04035988639719936,0.04035988639719936,0.04035988639719936,0.04035988639719936,0.04035988639719936,0.04035988639719936,0.0,0.0,0.0,-0.2781029971086268
35,2022-02-22,-0.3229476423888804,-0.9130523847604802,0.2797361710783685,-0.3229476423888804,-0.3229476423888804,-0.018495463997629177,-0.018495463997629177,-0.018495463997629177,-0.018495463997629177,-0.018495463997629177,-0.018495463997629177,0.0,0.0,0.0,-0.3414431063865096
36,2022-02-23,-0.3274324012719346,-0.9366795456193449,0.2712016091377884,-0.3274324012719346,-0.3274324012719346,0.003958967381894766,0.003958967381894766,0.003958967381894766,0.003958967381894766,0.003958967381894766,0.003958967381894766,0.0,0.0,0.0,-0.32347343389003985
37,2022-02-24,-0.33191716015225836,-0.9938420331598999,0.3047713419260549,-0.33191716015225836,-0.33191716015225836,-0.030911492048505042,-0.030911492048505042,-0.030911492048505042,-0.030911492048505042,-0.030911492048505042,-0.030911492048505042,0.0,0.0,0.0,-0.3628286522007634
38,2022-02-25,-0.3364019190325821,-1.009498242742156,0.2382894330267601,-0.3364019190325821,-0.3364019190325821,-0.02343883511322414,-0.02343883511322414,-0.02343883511322414,-0.02343883511322414,-0.02343883511322414,-0.02343883511322414,0.0,0.0,0.0,-0.35984075414580624
39,2022-02-28,-0.34985619567355336,-0.8840105798257608,0.2924349673918444,-0.34985619567355336,-0.34985619567355336,0.04035988639721815,0.04035988639721815,0.04035988639721815,0.04035988639721815,0.04035988639721815,0.04035988639721815,0.0,0.0,0.0,-0.3094963092763352
40,2022-03-01,-0.35434095455387704,-0.9831473893281332,0.20683868709881298,-0.35434095455387704,-0.35434095455387704,-0.01849546399766849,-0.01849546399766849,-0.01849546399766849,-0.01849546399766849,-0.01849546399766849,-0.01849546399766849,0.0,0.0,0.0,-0.37283641855154553
41,2022-03-02,-0.3588257134342009,-0.9723102433441804,0.250973026221507,-0.3588257134342009,-0.3588257134342009,0.003958967381866019,0.003958967381866019,0.003958967381866019,0.003958967381866019,0.003958967381866019,0.003958967381866019,0.0,0.0,0.0,-0.35486674605233487
42,2022-03-03,-0.36331047231452457,-0.9724516695790293,0.22948191822118955,-0.36331047231452457,-0.36331047231452457,-0.030911492048439654,-0.030911492048439654,-0.030911492048439654,-0.030911492048439654,-0.030911492048439654,-0.030911492048439654,0.0,0.0,0.0,-0.3942219643629642
43,2022-03-04,-0.36779523119484836,-1.0257057212609104,0.22579626689674742,-0.36779523119484836,-0.36779523119484836,-0.02343883511310253,-0.02343883511310253,-0.02343883511310253,-0.02343883511310253,-0.02343883511310253,-0.02343883511310253,0.0,0.0,0.0,-0.3912340663079509
44,2022-03-07,-0.3812495078499873,-0.9359164102146732,0.3010019043534276,-0.3812495078499873,-0.3812495078499873,0.04035988639718108,0.04035988639718108,0.04035988639718108,0.04035988639718108,0.04035988639718108,0.04035988639718108,0.0,0.0,0.0,-0.3408896214528062
45,2022-03-08,-0.3857342667350335,-1.0321345539790627,0.23398774744904025,-0.3857342667350335,-0.3857342667350335,-0.01849546399767197,-0.01849546399767197,-0.01849546399767197,-0.01849546399767197,-0.01849546399767197,-0.01849546399767197,0.0,0.0,0.0,-0.4042297307327055
46,2022-03-09,-0.39021902562007993,-1.0194800988075707,0.23049900662548822,-0.39021902562007993,-0.39021902562007993,0.003958967381879633,0.003958967381879633,0.003958967381879633,0.003958967381879633,0.003958967381879633,0.003958967381879633,0.0,0.0,0.0,-0.3862600582382003
47,2022-03-10,-0.39470378450512617,-1.0035084025835999,0.19038633338582414,-0.39470378450512617,-0.39470378450512617,-0.03091149204841777,-0.03091149204841777,-0.03091149204841777,-0.03091149204841777,-0.03091149204841777,-0.03091149204841777,0.0,0.0,0.0,-0.4256152765535439
48,2022-03-11,-0.39918854339017257,-0.997838623871464,0.17815425680791172,-0.39918854339017257,-0.39918854339017257,-0.023438835113267484,-0.023438835113267484,-0.023438835113267484,-0.023438835113267484,-0.023438835113267484,-0.023438835113267484,0.0,0.0,0.0,-0.42262737850344007
49,2022-03-14,-0.41264282004531144,-0.9360468460249133,0.21321744962740094,-0.41264282004531144,-0.41264282004531144,0.04035988639725733,0.04035988639725733,0.04035988639725733,0.04035988639725733,0.04035988639725733,0.04035988639725733,0.0,0.0,0.0,-0.3722829336480541
50,2022-03-15,-0.41712757893035773,-1.073005273224462,0.21007894811646138,-0.41712757893035773,-0.41712757893035773,-0.018495463997711282,-0.018495463997711282,-0.018495463997711282,-0.018495463997711282,-0.018495463997711282,-0.018495463997711282,0.0,0.0,0.0,-0.435623042928069
51,2022-03-16,-0.42161233781989454,-1.0022516044289667,0.19921357886397212,-0.42161233781989454,-0.42161233781989454,0.003958967381850885,0.003958967381850885,0.003958967381850885,0.003958967381850885,0.003958967381850885,0.003958967381850885,0.0,0.0,0.0,-0.4176533704380437
52,2022-03-17,-0.4260970967094314,-1.0822170480847777,0.12780618391548293,-0.4260970967094314,-0.4260970967094314,-0.030911492048395876,-0.030911492048395876,-0.030911492048395876,-0.030911492048395876,-0.030911492048395876,-0.030911492048395876,0.0,0.0,0.0,-0.4570085887578273
53,2022-03-18,-0.4305818555989682,-1.0794725940671204,0.1702230808381705,-0.4305818555989682,-0.4305818555989682,-0.023438835113145862,-0.023438835113145862,-0.023438835113145862,-0.023438835113145862,-0.023438835113145862,-0.023438835113145862,0.0,0.0,0.0,-0.4540206907121141
54,2022-03-21,-0.4440361322675787,-0.9891013850151777,0.22946846553056452,-0.4440361322675787,-0.4440361322675787,0.04035988639724818,0.04035988639724818,0.04035988639724818,0.04035988639724818,0.04035988639724818,0.04035988639724818,0.0,0.0,0.0,-0.4036762458703305
55,2022-03-22,-0.4485208911571155,-1.098473441755255,0.09478603892824555,-0.4485208911571155,-0.4485208911571155,-0.018495463997678947,-0.018495463997678947,-0.018495463997678947,-0.018495463997678947,-0.018495463997678947,-0.018495463997678947,0.0,0.0,0.0,-0.46701635515479445
56,2022-03-23,-0.4530056500466524,-1.0943519736552598,0.1291494387046652,-0.4530056500466524,-0.4530056500466524,0.00395896738182214,0.00395896738182214,0.00395896738182214,0.00395896738182214,0.00395896738182214,0.00395896738182214,0.0,0.0,0.0,-0.4490466826648302
57,2022-03-24,-0.45749040893618914,-1.0874576857982807,0.18989332221547184,-0.45749040893618914,-0.45749040893618914,-0.03091149204850484,-0.03091149204850484,-0.03091149204850484,-0.03091149204850484,-0.03091149204850484,-0.03091149204850484,0.0,0.0,0.0,-0.488401900984694
58,2022-03-25,-0.4619751671170384,-1.1450089960220078,0.12921535832241438,-0.4619751671170384,-0.4619751671170384,-0.02343883511322783,-0.02343883511322783,-0.02343883511322783,-0.02343883511322783,-0.02343883511322783,-0.02343883511322783,0.0,0.0,0.0,-0.4854140022302662
59,2022-03-28,-0.4754294416595861,-1.0775722647715886,0.19314904265710692,-0.4754294416595861,-0.4754294416595861,0.04035988639723904,0.04035988639723904,0.04035988639723904,0.04035988639723904,0.04035988639723904,0.04035988639723904,0.0,0.0,0.0,-0.4350695552623471
60,2022-03-29,-0.4799141998404353,-1.1135823352063674,0.09693634964911163,-0.4799141998404353,-0.4799141998404353,-0.018495463997718252,-0.018495463997718252,-0.018495463997718252,-0.018495463997718252,-0.018495463997718252,-0.018495463997718252,0.0,0.0,0.0,-0.49840966383815355
61,2022-03-30,-0.4843989580212846,-1.069384444211655,0.13276504737414313,-0.4843989580212846,-0.4843989580212846,0.00395896738183575,0.00395896738183575,0.00395896738183575,0.00395896738183575,0.00395896738183575,0.00395896738183575,0.0,0.0,0.0,-0.4804399906394488
62,2022-03-31,-0.4888837162021337,-1.1609248284915712,0.08801130949524877,-0.4888837162021337,-0.4888837162021337,-0.030911492048613796,-0.030911492048613796,-0.030911492048613796,-0.030911492048613796,-0.030911492048613796,-0.030911492048613796,0.0,0.0,0.0,-0.5197952082507475
63,2022-04-01,-0.493368474382983,-1.1390697087555637,0.09716998870019042,-0.493368474382983,-0.493368474382983,-0.023438835113249498,-0.023438835113249498,-0.023438835113249498,-0.023438835113249498,-0.023438835113249498,-0.023438835113249498,0.0,0.0,0.0,-0.5168073094962324
64,2022-04-06,-0.5157922652872292,-1.0943471586315232,0.13559226649206926,-0.5157922652872292,-0.5157922652872292,0.0039589673818995,0.0039589673818995,0.0039589673818995,0.0039589673818995,0.0039589673818995,0.0039589673818995,0.0,0.0,0.0,-0.5118332979053297
65,2022-04-07,-0.5200178643221679,-1.1695660721400207,0.07455266795586428,-0.5200178643221679,-0.5200178643221679,-0.030911492048591907,-0.030911492048591907,-0.030911492048591907,-0.030911492048591907,-0.030911492048591907,-0.030911492048591907,0.0,0.0,0.0,-0.5509293563707598
66,2022-04-08,-0.5242434633571065,-1.1419273788240194,0.01545979812962619,-0.5242434633571065,-0.5242434633571065,-0.02343883511327117,-0.02343883511327117,-0.02343883511327117,-0.02343883511327117,-0.02343883511327117,-0.02343883511327117,0.0,0.0,0.0,-0.5476822984703776
67,2022-04-11,-0.5369202604619224,-1.0905096972031738,0.10536285749195,-0.5369202604619224,-0.5369202604619224,0.040359886397164854,0.040359886397164854,0.040359886397164854,0.040359886397164854,0.040359886397164854,0.040359886397164854,0.0,0.0,0.0,-0.49656037406475756
68,2022-04-12,-0.5411458594968611,-1.1790739302347766,0.09208234460792251,-0.5411458594968611,-0.5411458594968611,-0.018495463997661117,-0.018495463997661117,-0.018495463997661117,-0.018495463997661117,-0.018495463997661117,-0.018495463997661117,0.0,0.0,0.0,-0.5596413234945222
69,2022-04-13,-0.5453714585317998,-1.1452067705300422,0.05223311738759285,-0.5453714585317998,-0.5453714585317998,0.003958967381778257,0.003958967381778257,0.003958967381778257,0.003958967381778257,0.003958967381778257,0.003958967381778257,0.0,0.0,0.0,-0.5414124911500215
70,2022-04-14,-0.5495970575667385,-1.1607917157487755,0.0023608284462161623,-0.5495970575667385,-0.5495970575667385,-0.030911492048570022,-0.030911492048570022,-0.030911492048570022,-0.030911492048570022,-0.030911492048570022,-0.030911492048570022,0.0,0.0,0.0,-0.5805085496153085
71,2022-04-15,-0.553822656601677,-1.1705019503587752,0.02231251131572761,-0.553822656601677,-0.553822656601677,-0.02343883511314955,-0.02343883511314955,-0.02343883511314955,-0.02343883511314955,-0.02343883511314955,-0.02343883511314955,0.0,0.0,0.0,-0.5772614917148265
72,2022-04-18,-0.5656015493845579,-1.1320526489578386,0.09144924009496581,-0.5656015493845579,-0.5656015493845579,0.04035988639715571,0.04035988639715571,0.04035988639715571,0.04035988639715571,0.04035988639715571,0.04035988639715571,0.0,0.0,0.0,-0.5252416629874022
73,2022-04-19,-0.5695278469788515,-1.18958057522958,0.04986291223526692,-0.5695278469788515,-0.5695278469788515,-0.0184954639976646,-0.0184954639976646,-0.0184954639976646,-0.0184954639976646,-0.0184954639976646,-0.0184954639976646,0.0,0.0,0.0,-0.5880233109765161
74,2022-04-20,-0.5734541445731451,-1.1683071216292347,0.058789490719831604,-0.5734541445731451,-0.5734541445731451,0.003958967381842004,0.003958967381842004,0.003958967381842004,0.003958967381842004,0.003958967381842004,0.003958967381842004,0.0,0.0,0.0,-0.5694951771913032
75,2022-04-21,-0.5773804421674387,-1.2373089558613006,0.00730828237203782,-0.5773804421674387,-0.5773804421674387,-0.030911492048504633,-0.030911492048504633,-0.030911492048504633,-0.030911492048504633,-0.030911492048504633,-0.030911492048504633,0.0,0.0,0.0,-0.6082919342159433
76,2022-04-22,-0.5813067397617322,-1.2056486205102486,-0.03726260699525152,-0.5813067397617322,-0.5813067397617322,-0.0234388351133748,-0.0234388351133748,-0.0234388351133748,-0.0234388351133748,-0.0234388351133748,-0.0234388351133748,0.0,0.0,0.0,-0.6047455748751069
77,2022-04-25,-0.5930856325446131,-1.19644812275818,-0.0003612131153200173,-0.5930856325446131,-0.5930856325446131,0.04035988639714657,0.04035988639714657,0.04035988639714657,0.04035988639714657,0.04035988639714657,0.04035988639714657,0.0,0.0,0.0,-0.5527257461474665
78,2022-04-26,-0.5970119301389066,-1.2057406900793466,0.026007789035240092,-0.5970119301389066,-0.5970119301389066,-0.018495463997603975,-0.018495463997603975,-0.018495463997603975,-0.018495463997603975,-0.018495463997603975,-0.018495463997603975,0.0,0.0,0.0,-0.6155073941365106
79,2022-04-27,-0.6003710845251437,-1.2342713176181752,0.01698542309228586,-0.6003710845251437,-0.6003710845251437,0.003958967381813258,0.003958967381813258,0.003958967381813258,0.003958967381813258,0.003958967381813258,0.003958967381813258,0.0,0.0,0.0,-0.5964121171433304
80,2022-04-28,-0.6037302389113806,-1.269093892420177,-0.04201157562626482,-0.6037302389113806,-0.6037302389113806,-0.030911492048613595,-0.030911492048613595,-0.030911492048613595,-0.030911492048613595,-0.030911492048613595,-0.030911492048613595,0.0,0.0,0.0,-0.6346417309599941
81,2022-04-29,-0.6070893932976176,-1.227512543369232,-0.07508608339752602,-0.6070893932976176,-0.6070893932976176,-0.02343883511325319,-0.02343883511325319,-0.02343883511325319,-0.02343883511325319,-0.02343883511325319,-0.02343883511325319,0.0,0.0,0.0,-0.6305282284108708
82,2022-05-05,-0.6272443196150392,-1.2585147212191923,-0.06323435792668249,-0.6272443196150392,-0.6272443196150392,-0.03091149204846086,-0.03091149204846086,-0.03091149204846086,-0.03091149204846086,-0.03091149204846086,-0.03091149204846086,0.0,0.0,0.0,-0.6581558116635001
83,2022-05-06,-0.6306034740012763,-1.3248349609535428,-0.04484151289341418,-0.6306034740012763,-0.6306034740012763,-0.023438835113418138,-0.023438835113418138,-0.023438835113418138,-0.023438835113418138,-0.023438835113418138,-0.023438835113418138,0.0,0.0,0.0,-0.6540423091146944
84,2022-05-09,-0.6406809371599871,-1.1864094598311918,0.03138710328312955,-0.6406809371599871,-0.6406809371599871,0.040359886397213676,0.040359886397213676,0.040359886397213676,0.040359886397213676,0.040359886397213676,0.040359886397213676,0.0,0.0,0.0,-0.6003210507627734
85,2022-05-10,-0.644040091546224,-1.259747089159719,-0.07726870161817327,-0.644040091546224,-0.644040091546224,-0.018495463997646774,-0.018495463997646774,-0.018495463997646774,-0.018495463997646774,-0.018495463997646774,-0.018495463997646774,0.0,0.0,0.0,-0.6625355555438708
86,2022-05-11,-0.6451405434778701,-1.207649450619308,-0.017006718051449477,-0.6451405434778701,-0.6451405434778701,0.003958967381848259,0.003958967381848259,0.003958967381848259,0.003958967381848259,0.003958967381848259,0.003958967381848259,0.0,0.0,0.0,-0.6411815760960218
87,2022-05-12,-0.6462409954095162,-1.3310681789884866,-0.10275491130641295,-0.6462409954095162,-0.6462409954095162,-0.030911492048569817,-0.030911492048569817,-0.030911492048569817,-0.030911492048569817,-0.030911492048569817,-0.030911492048569817,0.0,0.0,0.0,-0.677152487458086
88,2022-05-13,-0.6473414473411624,-1.2865818524922812,-0.05334834994318682,-0.6473414473411624,-0.6473414473411624,-0.023438835113296527,-0.023438835113296527,-0.023438835113296527,-0.023438835113296527,-0.023438835113296527,-0.023438835113296527,0.0,0.0,0.0,-0.6707802824544589
89,2022-05-16,-0.6506428031361008,-1.1694195623951218,-0.004618006956246354,-0.6506428031361008,-0.6506428031361008,0.04035988639720454,0.04035988639720454,0.04035988639720454,0.04035988639720454,0.04035988639720454,0.04035988639720454,0.0,0.0,0.0,-0.6102829167388962
90,2022-05-17,-0.6517432550677469,-1.2664077197819794,-0.030907193238625095,-0.6517432550677469,-0.6517432550677469,-0.018495463997614436,-0.018495463997614436,-0.018495463997614436,-0.018495463997614436,-0.018495463997614436,-0.018495463997614436,0.0,0.0,0.0,-0.6702387190653614
91,2022-05-18,-0.6528437069993929,-1.2518788980263704,-0.026165398630522554,-0.6528437069993929,-0.6528437069993929,0.003958967381861872,0.003958967381861872,0.003958967381861872,0.003958967381861872,0.003958967381861872,0.003958967381861872,0.0,0.0,0.0,-0.648884739617531
92,2022-05-19,-0.6539441589310392,-1.3123576292192156,-0.1349919296320588,-0.6539441589310392,-0.6539441589310392,-0.030911492048547932,-0.030911492048547932,-0.030911492048547932,-0.030911492048547932,-0.030911492048547932,-0.030911492048547932,0.0,0.0,0.0,-0.6848556509795871
93,2022-05-20,-0.6550446108626852,-1.2425232238563284,-0.016330361055687307,-0.6550446108626852,-0.6550446108626852,-0.023438835113174912,-0.023438835113174912,-0.023438835113174912,-0.023438835113174912,-0.023438835113174912,-0.023438835113174912,0.0,0.0,0.0,-0.6784834459758601
94,2022-05-23,-0.6502891519298318,-1.1944982381070413,-0.00201314469879557,-0.6502891519298318,-0.6502891519298318,0.04035988639725284,0.04035988639725284,0.04035988639725284,0.04035988639725284,0.04035988639725284,0.04035988639725284,0.0,0.0,0.0,-0.609929265532579
95,2022-05-24,-0.648703998952214,-1.2654406375420701,-0.01118965481396006,-0.648703998952214,-0.648703998952214,-0.01849546399765374,-0.01849546399765374,-0.01849546399765374,-0.01849546399765374,-0.01849546399765374,-0.01849546399765374,0.0,0.0,0.0,-0.6671994629498678
96,2022-05-25,-0.6471188459745962,-1.230582938561169,-0.04902094934106931,-0.6471188459745962,-0.6471188459745962,0.003958967381833128,0.003958967381833128,0.003958967381833128,0.003958967381833128,0.003958967381833128,0.003958967381833128,0.0,0.0,0.0,-0.6431598785927631
97,2022-05-26,-0.6455336929969784,-1.2796952398873036,-0.0742613561336238,-0.6455336929969784,-0.6455336929969784,-0.030911492048482543,-0.030911492048482543,-0.030911492048482543,-0.030911492048482543,-0.030911492048482543,-0.030911492048482543,0.0,0.0,0.0,-0.6764451850454609
98,2022-05-27,-0.6439485400193606,-1.3042967800788405,-0.021321260136977386,-0.6439485400193606,-0.6439485400193606,-0.023438835113196582,-0.023438835113196582,-0.023438835113196582,-0.023438835113196582,-0.023438835113196582,-0.023438835113196582,0.0,0.0,0.0,-0.6673873751325572
99,2022-05-30,-0.6391930810865073,-1.1959166167289832,0.03676748064482953,-0.6391930810865073,-0.6391930810865073,0.04035988639727164,0.04035988639727164,0.04035988639727164,0.04035988639727164,0.04035988639727164,0.04035988639727164,0.0,0.0,0.0,-0.5988331946892357
